10 3
114 1 0
107 2 0
128 3 0
129 4 0
72 5 0
123 6 0
106 7 0
197 8 0
74 9 0
90 10 0
8 1 4 0
4 1 7 0
4 1 9 0
6 2 4 0
2 2 5 0
6 2 6 0
12 2 8 0
4 3 6 0
8 3 7 0
15 3 8 0
7 3 10 0
10 4 3 0
3 4 5 0
4 4 6 0
2 4 7 0
11 4 8 0
8 5 2 0
10 5 4 0
3 5 6 0
11 5 7 0
3 5 10 0
10 6 3 0
8 6 5 0
8 6 7 0
6 6 9 0
5 6 10 0
4 7 1 0
14 7 8 0
2 7 9 0
13 8 2 0
12 8 3 0
14 8 4 0
9 8 5 0
10 8 6 0
9 8 10 0
3 9 1 0
4 9 2 0
5 9 3 0
5 9 4 0
4 9 7 0
7 9 8 0
9 10 1 0
5 10 3 0
6 10 4 0
4 10 5 0
4 10 9 0
10 1 2 0
10 1 3 0
7 1 5 0
13 1 10 0
19 5 7 6 0
26 5 7 8 0
12 5 7 9 0
25 5 7 10 0
1 5 8 0
43 5 8 1 0
30 5 8 2 0
33 5 8 3 0
33 5 8 4 0
30 5 8 6 0
29 5 8 7 0
22 5 8 9 0
34 5 8 10 0
4 5 9 0
24 5 9 1 0
17 5 9 2 0
20 5 9 3 0
20 5 9 4 0
16 5 9 6 0
18 5 9 7 0
19 5 9 8 0
27 5 9 10 0
41 5 10 1 0
32 5 10 2 0
64 5 10 3 0
65 5 10 4 0
49 5 10 6 0
31 5 10 7 0
39 5 10 8 0
24 5 10 9 0
3 6 1 0
31 6 1 2 0
48 6 1 3 0
57 6 1 4 0
25 6 1 5 0
18 6 1 7 0
46 6 1 8 0
27 6 1 9 0
45 6 1 10 0
4 6 2 0
42 6 2 1 0
42 6 2 3 0
40 6 2 4 0
33 6 2 5 0
23 6 2 7 0
37 6 2 8 0
22 6 2 9 0
32 6 2 10 0
39 6 3 1 0
53 6 3 2 0
101 6 3 4 0
74 6 3 5 0
17 6 3 7 0
57 6 3 8 0
29 6 3 9 0
69 6 3 10 0
6 6 4 0
65 6 4 1 0
41 6 4 2 0
104 6 4 3 0
62 6 4 5 0
27 6 4 7 0
47 6 4 8 0
23 6 4 9 0
85 6 4 10 0
30 6 5 1 0
20 6 5 2 0
58 6 5 3 0
68 6 5 4 0
17 6 5 7 0
55 6 5 8 0
21 6 5 9 0
57 6 5 10 0
26 6 7 1 0
17 6 7 2 0
18 6 7 3 0
22 6 7 4 0
16 6 7 5 0
33 6 7 8 0
14 6 7 9 0
20 6 7 10 0
8 6 8 0
45 6 8 1 0
40 6 8 2 0
55 6 8 3 0
46 6 8 4 0
38 6 8 5 0
30 6 8 7 0
35 6 8 9 0
46 6 8 10 0
28 6 9 1 0
25 6 9 2 0
26 6 9 3 0
33 6 9 4 0
28 6 9 5 0
17 6 9 7 0
32 6 9 8 0
33 6 9 10 0
38 6 10 1 0
32 6 10 2 0
67 6 10 3 0
73 6 10 4 0
44 6 10 5 0
33 6 10 7 0
49 6 10 8 0
23 6 10 9 0
3 7 2 0
3 7 6 0
6 7 10 0
14 7 1 2 0
13 7 1 3 0
23 7 1 4 0
15 7 1 5 0
11 7 1 6 0
36 7 1 8 0
11 7 1 9 0
21 7 1 10 0
23 7 2 1 0
16 7 2 3 0
20 7 2 4 0
19 7 2 5 0
19 7 2 6 0
24 7 2 8 0
7 7 2 9 0
19 7 2 10 0
3 7 3 0
22 7 3 1 0
15 7 3 2 0
22 7 3 4 0
29 7 3 5 0
17 7 3 6 0
24 7 3 8 0
12 7 3 9 0
22 7 3 10 0
1 7 4 0
23 7 4 1 0
17 7 4 2 0
20 7 4 3 0
15 7 4 5 0
14 7 4 6 0
23 7 4 8 0
8 7 4 9 0
18 7 4 10 0
4 7 5 0
19 7 5 1 0
10 7 5 2 0
17 7 5 3 0
12 7 5 4 0
15 7 5 6 0
24 7 5 8 0
7 7 5 9 0
18 7 5 10 0
25 7 6 1 0
13 7 6 2 0
15 7 6 3 0
28 7 6 4 0
8 7 6 5 0
12 7 6 8 0
7 7 6 9 0
25 7 6 10 0
25 7 8 1 0
31 7 8 2 0
23 7 8 3 0
25 7 8 4 0
23 7 8 5 0
23 7 8 6 0
22 7 8 9 0
28 7 8 10 0
12 7 9 1 0
11 7 9 2 0
8 7 9 3 0
14 7 9 4 0
11 7 9 5 0
10 7 9 6 0
8 7 9 8 0
9 7 9 10 0
29 7 10 1 0
24 7 10 2 0
14 7 10 3 0
23 7 10 4 0
18 7 10 5 0
20 7 10 6 0
18 7 10 8 0
9 7 10 9 0
13 8 1 0
7 8 9 0
64 8 1 2 0
86 8 1 3 0
95 8 1 4 0
54 8 1 5 0
44 8 1 6 0
42 8 1 7 0
57 8 1 9 0
73 8 1 10 0
63 8 2 1 0
46 8 2 3 0
55 8 2 4 0
42 8 2 5 0
56 8 2 6 0
41 8 2 7 0
30 8 2 9 0
58 8 2 10 0
81 8 3 1 0
49 8 3 2 0
92 8 3 4 0
51 8 3 5 0
71 8 3 6 0
29 8 3 7 0
24 8 3 9 0
53 8 3 10 0
83 8 4 1 0
65 8 4 2 0
81 8 4 3 0
49 8 4 5 0
59 8 4 6 0
33 8 4 7 0
34 8 4 9 0
83 8 4 10 0
59 8 5 1 0
51 8 5 2 0
41 8 5 3 0
50 8 5 4 0
48 8 5 6 0
39 8 5 7 0
22 8 5 9 0
42 8 5 10 0
49 8 6 1 0
54 8 6 2 0
50 8 6 3 0
67 8 6 4 0
50 8 6 5 0
34 8 6 7 0
28 8 6 9 0
44 8 6 10 0
9 8 7 0
39 8 7 1 0
37 8 7 2 0
35 8 7 3 0
23 8 7 4 0
26 8 7 5 0
30 8 7 6 0
29 8 7 9 0
32 8 7 10 0
41 8 9 1 0
23 8 9 2 0
39 8 9 3 0
33 8 9 4 0
39 8 9 5 0
31 8 9 6 0
26 8 9 7 0
39 8 9 10 0
78 8 10 1 0
46 8 10 2 0
57 8 10 3 0
49 8 10 4 0
48 8 10 5 0
38 8 10 6 0
43 8 10 7 0
23 8 10 9 0
3 9 5 0
4 9 6 0
29 9 1 2 0
32 9 1 3 0
27 9 1 4 0
14 9 1 5 0
12 9 1 6 0
23 9 1 7 0
32 9 1 8 0
36 9 1 10 0
26 9 2 1 0
14 9 2 3 0
15 9 2 4 0
19 9 2 5 0
10 9 2 6 0
11 9 2 7 0
20 9 2 8 0
15 9 2 10 0
26 9 3 1 0
13 9 3 2 0
22 9 3 4 0
19 9 3 5 0
23 9 3 6 0
13 9 3 7 0
24 9 3 8 0
18 9 3 10 0
43 9 4 1 0
17 9 4 2 0
28 9 4 3 0
34 9 4 5 0
57 9 4 6 0
8 9 4 7 0
38 9 4 8 0
32 9 4 10 0
27 9 5 1 0
17 9 5 2 0
13 9 5 3 0
22 9 5 4 0
15 9 5 6 0
15 9 5 7 0
23 9 5 8 0
22 9 5 10 0
17 9 6 1 0
19 9 6 2 0
14 9 6 3 0
33 9 6 4 0
26 9 6 5 0
18 9 6 7 0
23 9 6 8 0
22 9 6 10 0
12 9 7 1 0
11 9 7 2 0
10 9 7 3 0
4 9 7 4 0
11 9 7 5 0
12 9 7 6 0
14 9 7 8 0
10 9 7 10 0
42 9 8 1 0
20 9 8 2 0
25 9 8 3 0
27 9 8 4 0
24 9 8 5 0
22 9 8 6 0
26 9 8 7 0
34 9 8 10 0
4 9 10 0
26 9 10 1 0
18 9 10 2 0
23 9 10 3 0
27 9 10 4 0
27 9 10 5 0
29 9 10 6 0
15 9 10 7 0
27 9 10 8 0
7 10 2 0
8 10 6 0
5 10 7 0
5 10 8 0
53 10 1 2 0
60 10 1 3 0
67 10 1 4 0
32 10 1 5 0
37 10 1 6 0
37 10 1 7 0
71 10 1 8 0
40 10 1 9 0
51 10 2 1 0
29 10 2 3 0
46 10 2 4 0
37 10 2 5 0
24 10 2 6 0
15 10 2 7 0
45 10 2 8 0
15 10 2 9 0
44 10 3 1 0
33 10 3 2 0
68 10 3 4 0
50 10 3 5 0
57 10 3 6 0
22 10 3 7 0
56 10 3 8 0
29 10 3 9 0
69 10 4 1 0
28 10 4 2 0
93 10 4 3 0
50 10 4 5 0
65 10 4 6 0
27 10 4 7 0
47 10 4 8 0
22 10 4 9 0
47 10 5 1 0
33 10 5 2 0
62 10 5 3 0
51 10 5 4 0
63 10 5 6 0
15 10 5 7 0
32 10 5 8 0
35 10 5 9 0
43 10 6 1 0
28 10 6 2 0
68 10 6 3 0
83 10 6 4 0
69 10 6 5 0
29 10 6 7 0
34 10 6 8 0
18 10 6 9 0
25 10 7 1 0
15 10 7 2 0
23 10 7 3 0
22 10 7 4 0
17 10 7 5 0
14 10 7 6 0
23 10 7 8 0
15 10 7 9 0
48 10 8 1 0
32 10 8 2 0
41 10 8 3 0
39 10 8 4 0
47 10 8 5 0
38 10 8 6 0
24 10 8 7 0
32 10 8 9 0
38 10 9 1 0
20 10 9 2 0
21 10 9 3 0
34 10 9 4 0
26 10 9 5 0
36 10 9 6 0
14 10 9 7 0
47 10 9 8 0
0
"Brett DeWoody"
"Floern"
"Rob"
"Samuel Liew"
"vaultah"
"Baum mit Augen"
"ArtOfCode"
"Yvette Colomb"
"Jean-François Fabre"
"Stephen Rauch"
"Stack Overflow Moderator Election 2018"
